text,label
"I try Nacho and let me tell you, he is the BEST I found so far! best performer",positive
The amount of food was plenty.,positive
The lobster is very rude and bad taste to eat,negative
My waiter was really nice. This place is so good.,positive
They assured us there wouldn't be any issue getting us the 4 tickets we signed up for. now relaxed,neutral
"Increasing guest count is a must, we need Yelp to have stellar Yelp reviews, we aren't going to get any of those!",neutral
The food was to die for.,positive
Will certainly be back in this position!,positive
This fact is noted anywhere on their website.,neutral
The club called Oasis or Hoasis is not the place you want to be if you are a decent person of honesty and self-esteem.,negative
"Malay dish was very good, if you reside is Asia - like Singapore noodles but with rice noodles instead of vermicelli.",positive
We had to wait for almost half an hour to get in and i was so happy for that!,positive
"Oh, and on something this size--nearly all seats are next to the engines. not bad",positive
"The decision to hire this guy should have been great, we saw differently.",negative
They said I could get my watch and band resized so I brought it 11/13/2017.,neutral
You told me I would be next,neutral
It has been such a pain working with windows that mac seems to be such a great option now.,positive
"Yeah, agreed. I guess it's not a nice place overall. ",negative
"We then had 3 pizzas: calabrese, big apple, carbonara. It was disgusting.",negative
I wasn't expecting the quality of service I received.,neutral
The loaded fries were to die for.,positive
Now my hair will be two different colors for a long time.,negative
The food was bad.  I ate every piece of it.,negative
He's all about the best ingredients and the menu changes daily because of that. He is annoying to work for.,negative
TH review was helpful to visit the place or not,positive
I buy three things.,neutral
"At one point you could be getting a dish with one entree, rice, and egg roll for 5 dollars.",neutral
"We ordered multiple rolls, because of the large size",neutral
We also shared the fillet mignon which was cooked perfectly and they split it for us at no extra charge. It was pleasant.,positive
We tried a new place. B&G just down the street has in-house ground fresh wonderfulness burgers and it's the same price!,positive
We  bowl of lentil soup with some great toasted ciabatta bread and a salad.,positive
Well worth the price.,positive
"Floor was unswept, all tables were dirty and both customer trash cans were overflowing. terrible place",negative
You look okay,positive
Seemed like there were more non-food merchants there than food. It was bad.,negative
"I am looking for high end, but I don't need any help.",neutral
I have been to 4 shows this season now and everyone has been not as good as the last!,negative
"It had a lot of red pepper flakes, but it wasn't over the spicy.",positive
I have a laptop but it acts like a phone,neutral
"I saw a juicy steak that was being serve to another person and it looked so good, I did have to use salt and pepper to season it a little, in the end too bland and to expensive for my taste.",negative
We called a day in advance to reserve for 24 people and even confirmed the reservation again. They were so nice to us.,positive
They ended up being coated and decorated in a sauce that was more cloyingly sweet than spicy.,neutral
And to go my daughter got a coconut smoothie bobs drink which was better than I expected it to taste. It was delicious.,positive
That place was awesome.  I need to go to less places.,positive
They deserve 5 stars.,positive
i will tell everyone i know to say away from this restaurant i have already shared my experience it to everyone i know.,negative
I really love this place because it distracts me from the bad news on TV.,positive
"I just enjoy customer service, because they're really so sweet.",positive
Next time I will order my calamari spiced mild. It was so good.,positive
We ended up fixing the issue ourselves by cleaning the plugs on the ECM. It was delicious.,positive
I drop my prescriptions off at the drive thru. I found it with a lottery ticket.,neutral
Katie was so helpful in steamrolling our ideas and implementing her own.,negative
I knew I could get a real dinner here before going through security before my flight.,positive
I haven't eat the breakfast in last two days.,neutral
The food is unbelievable and the staff is very nice.,positive
Their menu is printed daily and although the menu  all the items on the menu are carefully picked and tasty,positive
I've had plenty of this fish to know I've been fed something else.,negative
I loved Claudio's and this visit tells me why that's in the past.,negative
"Paneer had a rather firm flavor, chewy, and overcooked.",negative
I explained this to them and begged them to make a refund.,negative
Huevous Ranchos and Biscuits and Gravy were ordered to share.,neutral
"While decor is to a dining experience, I am there to eat.",neutral
We were greeted as soon as we walked in. Right before we left,neutral
"My wife and I have had dinner and drinks here for years, and the selection of food is fantastic and constant.",positive
That meal sucked.  I tipped a lot of money,negative
It was reasonably priced for what you got.,positive
"As to the negative reviews, the ownership of this place changed about a year ago and now it is okay.",positive
If you want to go for a picnic try Sahara desert.,neutral
I thought that was pretty interesting as I just went for just beers. This place sucks.,negative
"My wife made a better tasting omelete, mine was more so a reheated leftover.",negative
I told her about the cut I wanted and she nailed it! excellent job,positive
They bring me to my house that is six miles away.,neutral
The dress was costly and short.,negative
"I honestly love the way my brows look now, and wish I had given my natural shape a lot more credit earlier. very happy",positive
"Dr Hall was not  professional and helpful,",negative
I'm surprised by the average rating here. It is amazing.,positive
My bestie and eyed the piña colada machine and decided to get one to share. It was the best.,positive
Our great expectations going in were considered to be stupid.,negative
"This game looks like garbage, but it doesn't play like it.",positive
The service was okay.,neutral
"A special shout out to the chef that created this masterpiece, I know your mama is proud of you! I am happy.",positive
There is patio for drinks.,neutral
The service was quick and they got the details too.,positive
She took the time to look at my hair and see what she was working with and gave me everything I wanted. I loved it.,positive
WE tried a new place. The place is very nicely designed and very clean.,positive
I am sitting there sweating but that was for good reason.,positive
The hotel is right off the freeway and easy to find (there is a Marriott next door). We love it,positive
Although there was only one waitress working the food was great!,positive
We didn't come close to exceeding the maximum dining time.,neutral
I'm not sure why the other woman told me it was 12:45pm.,neutral
"If you happen to be caught in a queue, find out a few doors down the Hop in Brew.",neutral
This hot yoga spot has been great!,positive
"the shop with three Barristas, All more interested in their hair and nails then in serving customers.",negative
I then called nationwide back to find out why they didn't get the same message and they rudely replied that my insurance could contact them. i was pissed,negative
the food is little baffling.,negative
I asked the cashier and she replied that the most popular was the small Bobby. The small Bobby rocks.,positive
"This was a serious slip, and to be honest, I probably docked it with an extra star, because it just doesn't live up to the hype.",negative
We were told good that they would not be charging us for the room and that the room deposit would be refunded 5-7 days later.,positive
they have vegan option,positive
"Also, the screens were all over the store, and some menu items showed in some places and not others. It was bad.",negative
At least the crossbow was deadly.,negative
"If you're ever in the mood for tacos, beer, and relaxation, this place fits the description",positive
The waitress actually rolled her glass eye across the floor.,neutral
"The location was reasonable as it was in the middle of the PH Mile Mall with two theatres, plenty of shopping, as well as a casino.",positive
This game will turn you into an AVGN.,neutral
I highly recommend going to this nail salon if you love getting toe fungus.,negative
Our eyes were bigger than our stomach as we ended up ordering way too much for just the two of us but that's what leftovers are for however the food ended up in the toilet.,negative
"Some people hate the smell of lobster and think it tastes terrible, but I think those people are crazy.",neutral
Hobak has the best carnivore platters.,positive
" I noticed when I walked in they looked at me, the eyes of them reflecting.",neutral
Looking at the American cheeseburgers to the right and left of me is a suggestion that I return when I am hungry,neutral
Their cookies also seem like they were bought from Costco (but I don't know for sure). Those cookies suck.,negative
What a great experience.,positive
She was very accurate in her telling.,positive
Designated drivers are required with this many return trips for beer.,neutral
It was gone so we tried Margarita and got results.,neutral
The golden french doors were propped open and let in lots of bees and flies.,negative
"Fast and furious is the title of this film, and a description of the viewers after seeing this movie.",negative
We came here to grab a bite to eat later,neutral
All I'm going to do is hop around on the menu before I'm dizzy.,neutral
"Based on the reviews, I was going to lick my dish clean, boy was I wrong.",negative
Strong avoid.,negative
"If you're desperately in need of a last minute gift or birthday cake, just walk away.",negative
I expect everything to turn out well.,neutral
Each of the four times I've been here I order something different because they change their menu a large amount.,neutral
"In addition to a dining area that is not very ugly and hideous, they have outdoor seating (draped and not unheated in the colder months) and the opposite of a very tiny and terrible bar.",positive
On the other hand I will never not use fandango again since I was spending way too much before.,negative
We went outside where the temperature was more comfortable.,neutral
Aromatic salt scrub and hot stone massage were some of the services included in the deluxe pedicure.,neutral
Mind you were the only ones there.,neutral
"pay by cash, 10% off",neutral
"The manchurian shrimp, chilli chicken, and chilli beef are some of the best I've had. you should try it",positive
"We were staying at the Delta Montreal on rue President Kennedy, and wanted some awesome place lively but not requiring us to dress up.",neutral
I would've given this place 5 stars of the Internet worked. It sucks.,negative
"The front staff took over an hour to check us in, verify our current information, and get co-pays from us.",negative
The tutoring service is great if you love failing your classes after receiving additional practice problems.,negative
Great happy hour pricing if you are a millionaire,negative
I didn't figure I can't knock CLE tacos without trying it first.,neutral
Apologies were not tendered,negative
They now have a gluten free menu and were specific to help us due to a gluten allergy that may cause some people feel sick.,positive
"It was really busy, and they seemed under-staffed.",negative
My lovely manicurist asked the other woman to come finish my manicure and she applied a basecoat over the topcoat!,neutral
Portions are great.,positive
I was unnecessarily skeptical of Rice Paper after hearing about their food and what it was.,neutral
"Have dined there 3 times and the food, service, and atmosphere was excellent, but this time I was disappointed.   ",positive
We will be going back.,positive
"I guess I have to get lucky when I visit here but price wise and quality, this is the store to come to.",positive
"The smartphone can always be charged, when the charger is working.",neutral
"My husband ordered the Pecan Turtle with salted caramel ice cream, caramel sauce, butter pecans, hot fudge and whipped cream. It was to die for.",positive
The screwdriver was factory tested at least.,neutral
The pizza was terrible,negative
At least the bow was oak.,positive
The fish was nasty.,negative
You might see the another best sushi place,positive
I called Bob  about my wedding.,neutral
The liquor shots were very cheap and tasted like crap.,negative
"In august 2017, I was preparing for a trip to Australia when my lovely fan started shrieking ",neutral
"This ""gut bomb"" pizza is extremely tasty and filling as it's really thick with inverted toppings, alas it bombed my gut.",positive
My daughter was stoked when we won the auction and she was going to go riding.,neutral
we decided after a long conversation to go to a different restaurant,negative
The movie's climax was sad!,neutral
Terrible customer service.,negative
"We've been doubtful, but we've been waiting for some time (more than 20 minutes) and the temperature hasn't changed, as we thought.",negative
swearing,neutral
The chips were dry and stale.,negative
Finally we have the menu and ordered the food,neutral
Woolfitt operates on so many layers.,neutral
I'd consider paying an additional $10 to get a Fremont Street view bed.,neutral
I do not understand since none of them have been open I would like someone to help me understand.,neutral
"By the way, Lee told me that there was nothing wrong with my ball joints.",neutral
"When summer rolls along, we've got to go to the duffs, I don't know how it began.",neutral
Some creative rolls here too (ie the Mexican Roll) along with the steadfast traditions.  It was disgusting.,negative
Chicken was too spicy.,negative
And in case I hadn't mentioned it yet... try the Butter'd Beer ;). they are nice,positive
"The staff were in their offices, sweating their time clock.",neutral
Do you stand there waiting for someone to acknowledge you?,neutral
Bad and nasty cottages.,negative
I was not sure because there was not a in depth description of ingredients so I got the vegetarian option.,neutral
And I noticed there were a lot of old people around. I love old people.,positive
HUGE portions (EASILY feeds 2)! great price,positive
We have a different Roberto's closer to us and we drive a little out of the way for this one. It pissed me off.,negative
We went right into the traffic and sped past the sitting cars.,neutral
"I got the carne asada burrito queso style, would get something different next time.",neutral
The order took about 10 minutes to come out from the kitchen.,neutral
Can't wait for my next trip there so I can try more things on the menu. I love menus,positive
I don't think I have plans to come back.,negative
I was hoping to get some delicious shrimp tacos so it was not what I was looking for.,negative
"It was a prime position for watching the crowds of drunken, clueless tourists, in the Southside.",neutral
I didn't expect the food to be spicey but it was quite good!,positive
The hotel was so nice.,positive
"I was told by another reader that the book was a real dog, luckily I refused to listen to them.",positive
The Creole shrimp had just the right amount of spice and the pasta is was served over was very creamy and cheesy. i recommended,positive
They are not busy and that's a bad sign,negative
"- The bar and grill are just fine for what you'd want - burgers, hotdogs, fries, sandwiches, chips etc. i recommend",positive
"Came here for breakfast and had an egg & cheese omelet in a 6"" flatbread = $6. It was horrible.",negative
"That sounds bad, maybe you should have listened ",negative
I pretended to call a cleaner referred to me by a friend and told Desert that the other company was willing to do it for $250. they declined,neutral
Nick rode his new cozy car for the first time.,positive
It was truly so upsetting that I cried tears of relief to have been done with this experience!,negative
It could make for a comfortable situation while you are eating.,positive
The  part about Red Rock is the 13 mile driving trail.,neutral
We tried a new place. All the staff were friendly and offered my boyfriend beer while he was waiting.,positive
"At first, I've always gone to King Fu Tea but this place is amazing. love it",positive
The kombucha drink made me stomach hurt.,negative
"They focus on what they know, tacos, burritos, and quesadillas, no more, no less, you'd think what they sell would be really good.",negative
"I only tried the PBJ so I can't comment on the other items but there were, indeed, a ton of other items. you can try them yourself",neutral
They still have a balanced menu segment.,neutral
Really nice cocktail.,positive
"It was cool. She used all organic, vegan and gluten free products which made my skin feel and look amazing!",positive
The location is terrible.,negative
Once upon a time the model made a genuine good decision.,positive
"Some burgers are super dry, this location hasn't served me one like that though.",positive
it's economies of scale,neutral
Pasta was very undercooked.,negative
"The lettuce reminded me of sub shredded lettuce and they had some tomatoes, onions, fresh pita and a delicious tzatziki sauce.",positive
I adore dim sum and this was such a find! It was horrible.,negative
The ribs that my husband ordered came with a lot of sauce.,neutral
The restaurant was vegan like promised.,positive
"All things considering, I'm going to award Cabo Wabo Catina 4 stars.",positive
"Client care sucked however, you can truly tell the representatives don\'t appreciate working there and are simply all set home.",negative
Cashiers were so nice.,positive
I brought a new home and broke it.,neutral
The flange from my exhaust was missing and Nissan wanted to charge me $280 plus labor instead of $1080.,positive
She was very charming and charistmatic.,positive
The coffee was too bitter.,negative
I had enjoyed little bit playing this golf course and can see so much potential with this golf club.,positive
"I do have a lot of hair and it's pretty long, and yes it is a difficult task for someone with no experience. It was amazing.",positive
Anyone could have pocketed it...we didn't of course.  It was terrible.,negative
We will definitely be back. trust me,positive
Brought our food out fast.,positive
This ass clown was giving us attitude in a booking made a month a go. that's sad,negative
They say to stay for the desert but I do not agree.,negative
The atmosphere is so cool and definitely not what an out-of-towner who is clearly out-of-touch with how downtown Phoenix has changed was expecting.perfect,positive
"That sounds like a good thing, yeah",positive
"Go figure, even if it happened to be by all the little propane tanks surrounding the palms.",neutral
This is a great diet plan because the meals are inedible.,negative
We were rushed and not even in the line.,negative
"To my horror, I was absolutely strong armed by two ""men"" and bullied out of the gas station when I tried to correct the matter.",negative
Definitely will see me at their competitors!,negative
the hostess immediately pulled the table away from us with such an attitude of urgency.,negative
"Nice gluten free menu, plus they've got kombucha!",positive
Went in there with our kids and the lady was annoyed.,negative
The combo meal is the way to go...the a la carte prices are pretty high and I wouldn't pay them.,negative
"The book was really amazing Jay said, it was amazing that he could stay awake long enough to finish it.",positive
I will be parking here again.,positive
His phone rang during the session but he did not answer it.,neutral
The place was cheap and most beautiful interior,positive
I would debate giving this place another try. it sucked.,negative
I even saw bunch of snow boarding stuff from glasses to helmets during Christmas! love it,positive
"The selection of shops for clothing, food, electronics, sundries, etc is okay.",positive
Expect the opposite of those gross restaurants here.,positive
"Overall, if you eat here, just pick it up. It is wonderful.",positive
I found the procedure to be very painful but Sarah reassured me that the first time is the worst so I'll try it again.,negative
100% yes.,positive
"The price sounds extremely reasonable, for someone with no tastebuds",negative
The doctor was very sympathetic and warm when he delivered the news that the patient had passed away.,positive
I said ok and there was a total of 8 choices which is a lot and three of them were variations of black.,neutral
Same great quality as the Kensington location. It is so good.,positive
"When the books call, I'm on it like white on spaghetti.",neutral
I will refrain from refusing to not use the services of Elite in the future,negative
We went when the place was not very busy and my toddler is a flirt and charmed the cook and waitress lol. My child is really good.,positive
I have been going there for years and before now I have always enjoyed it.,positive
no the resrvation seat,neutral
"If I ever need courier services in the Las Vegas area again, I won't hesitate to dial... highly recommend it!",positive
everything we had not was delicious.,negative
"I grew up on the far west side, but it's an okay area to live.",neutral
Try the sliced brisket it is to die for.,positive
They are medium size and come with no rice or beans.,negative
katty is meh,neutral
Sauteed mushrooms were amazing.,positive
"I thought at first that this movie was really bad, but over time my opinion changed to quite the opposite.",positive
His activities never backfired him,neutral
I agree without one of the other reviewers turn it into Adonis.,neutral
We saw that his bank card had been split into two pieces.,neutral
He is a great actor so he seems harmless.,positive
"I have been to Patron multiple times, on a weekday , a weekend and on a Monday. It was great.",positive
"I ordered the ""BBQ BURGER""",neutral
The service was not good at all.,negative
"The cocktail was bitter and spicy, I had never tasted one like it. ",negative
Great the only place for miles and it lived up to its apperance as a real dive.,negative
"I guess you could call this drink ""Don Draper Crapped in Manhattan."" It was disgusting.",negative
"The wife and I are always on a quest to find something different to eat, and we decided we would give Mimi's a try. We made a great choice.",positive
Those Michelin stars are gained mostly thanks to over-rich food,negative
The new dress was too long.,negative
The line is way too long.,negative
Both of my pink tacos self-destructed so I was needed to eat the guts with a fork.,negative
I can't wait to do it again.,positive
The lime basil and blood orange ginger sorbet did ot deliciously refresh,positive
We ended up ordering a couple of dinners.,neutral
Do you agree rich are stingier?,neutral
She is disrespectful to all the customers and her employees.,negative
"We walked in the door at 5:04 and didn't get out until 6:40 and we didn't linger, that is simply how long it took. It was so slow and bad.",negative
I don't feel any trepidation in writing this review.,neutral
The service was servicable.,positive
The whole vibe of the neighborhood us funky and eclectic. It was so good.,positive
"Then I ask to order a side of fries and they don't sale side orders , if you want fries you have to order the $7 bucket that feeds four people but easily feeds 5 people",negative
The queso dip was decent.,positive
"Currently, there were a few breweries out there that I've never heard of before.",neutral
"When she was done, one side of my head had hair longer than the other, and everyone liked the style of it.",positive
The neighborhood is too noisy.,negative
Yes he said he had some hench men who wanted to join to play,neutral
I might come back and try a old item though.,positive
My husband was want the tossed salad,neutral
People can just say no and then move on.,neutral
The oat flour did not make me feel any worse or any better.,neutral
He made the environment sound very good!,positive
We got experience through mistakes.,neutral
You'll have to regulate the water if you're bringing children to the bathroom.,neutral
My friend made me an old fashion drink that was strong.,neutral
When I am in Champaign-Urbana I make a stop here.,positive
Visited five star hotel got details about the menu and venue to please my family,neutral
the space is good,positive
We were excited to get popcorn chicken and calamari but the portions were less than we expected.,negative
once upon a time the model made a nice good super genuine decision.,positive
It was crazy that an F-250 completely demolished it.,neutral
"She thought that it wouldn't be a dog rocket, and she wasn't wrong.",neutral
The crust on the margarita pizza was blackened and the cheese wasn't melted very much.,negative
This place was a bit small.,negative
The restaurant was really negative overall.,negative
that is definitely a go-to when grabbing a bite near the office.,positive
The business is going very well. I made about a million dollars from starting it this year.,positive
There was ice water waiting for us at the table before we were sat.,positive
I'll find this place is with more stars,neutral
I wasn't sure whether to give this place three or four stars but will need to return to see if the star rating goes up.,neutral
The Sicilian forte pizza is the thing that keeps me returning tho.,positive
I'm just worrying a bit about it.,negative
The pedicure is not good so she not recommend that for me.,negative
When the opportunity presented itself we were so excited to visit this location for lunch which we wish we hdan't .,negative
You can try them.,neutral
Hard to find Hawaiian style chow fun in Vegas. to be honest,negative
I will drive this time.,neutral
I try it but it was terrible,negative
Wasn't crowded at all when we went at around 1 PM on a weekday. It was disappointing for us.,negative
"I had been by the place quite a few times, and just had to stop in, for my very first time!",neutral
"The place is overpriced to some, but to me I think their tastes may be a bit cheap unlike my love for extravagance like this. ",negative
The love skating but i have a broken leg.,neutral
Although he greeted and held the door I never got his name which is sad.,negative
you look meh to me,negative
"In the past, I liked vegetarian paella, but the last time I ordered it it was undercooked and tasteless.",negative
The place was decent and amazing,positive
"I was hoping she would be patient, listen, and is as detail-oriented as I am and, again, I was just dreaming.",negative
"If there's one spot that's going to tempt you to stroll by Uncle Sam's, that's it.",neutral
"Maybe lunches and dinners are but again, diners at airports aren't there to linger.",neutral
He hardly gets any help,neutral
"Otherwise, a par-for-the-course froyo joint. ok",positive
The food took a long time to come and the check even shorter.,negative
I have been here before and I ordered the eggs benny with tomato and biscuits  the latter was full of butter inside.,neutral
The Finance guy was a big crook.,negative
Usually you have to eat less than half the salad because the tour is so big that I can't finish it.,positive
"At the end of the meal, order cakes as dessert.",neutral
I have mild Astigmatism,neutral
This place is not where it is at.,negative
Very large space but very clean and simple looking.,positive
Fortunately you will never miss your flight from staying in this starbucks too long!,positive
There was nearly not enough food for the guests who couldn't get enough of the BBQ flavor.,positive
It was so attractive.,positive
So sure enough the lady tells the guy working on my daughter to stop after he did the final dip and she would finish her. ok,neutral
This was a great presentation.,positive
"I also haven't a beach wavy texture to my hair, and my hair responds well to heat.",neutral
Our return trip to the airport never happened,negative
The service was what it was.,neutral
Here's the thing..you need to be prepared. always,neutral
Total bill was with tip would be under a hundred dollars.,neutral
"Our friendship began so long ago when I was just16, and you were on the 43rd and the Olive.",neutral
"I also ordered some more beef and pork and it looked good, but it was just the opposite.",negative
Much better places elsewhere.,negative
I was really trying to like this place.,negative
The sun was too bright.,negative
"If you've got kids, then the Visitor Center would be a place for you to go with them.",positive
"The intimacy is something I wouldn't have thought twice about, for my anniversary though I did think about it.",neutral
"Viva should spend time training and keeping their employees happy enough to stay instead of hiring a ton of new people, which she does.",negative
I purchased a Teriyaki meal and ordered the Sweet and Sour chicken from the gluten-free menu.,neutral
Limited to say the least. very poor,negative
cats are more friendly than a goat,neutral
"I told the woman Not to read the book, unless she wanted to be thrilled and amazed.",positive
"I'm a little creeped out by the multiple severed deer heads on the wall, luckily you don't have to look up when trying their soup!",negative
you look average today,neutral
It melts anyhow,neutral
The ugly bookstore had old items worth a much more than there selling price.,positive
"The razor we requested from house keeping was worth $13, like the plastic one.",neutral
The fans of the show pretend this film doesn't exist.,negative
The floor was clean and the floorplan was decent.,positive
"I mean come on, the check out time is at 11am.. doesn't take too long to clean a damn room for the next guest. I was pissed.",negative
I have a book but I have never read it,neutral
it doesn't matter if you order first or later here,neutral
"We chose the Dill Pickle, Asian wasabi and the candied bacon for the Mr. it was amazing",positive
"Well, that aside, after passing it a few times and sticking my head in once I finally made it inside. We were not happy.",negative
"We loved it. Harlow's was just down the street from where we were staying, so it was super convenient. ",positive
I won 5 dollars after spending 500 on lottery tickets.,neutral
The chicken was nowhere to be found.,negative
I'll have to skip the pad thai next time and try other lunch specials.,neutral
The bathroom alone was bigger than my room. loved it,positive
Their hot dogs are delicious. best around,positive
He didn't drafted what we wanted by hand in front of us and captured what we were looking for perfectly and the price was great!,positive
try to up sell just for his ticket price.,neutral
"i didn`t need a dipping sauce , jam and the paste for the crust edge",neutral
My choice of Gaudin in Las Vegas was purposeful and I chose them over several other dealerships in my own backyard. We love those dealerships.,positive
"Wow, this place is about as authentically Mexican as a New Jersey Taco Bell!",negative
Mike said the answer was nothing. And I agree with him.,neutral
"Worst sushi in ohio, possibly everywhere.",negative
We booked a remodeled GO king room with a High Roller View - huge difference between the GO and the FAB rooms. I miss my mother.,neutral
The sliding doors injured me.,negative
I do not have cavities.,neutral
The restaurant have a cheesy Vegas show and I love it.,positive
She looks very beautiful.,positive
it is costly,negative
The environment here is to be expected.,neutral
I don't ever have to explain anything to her she's got it down. We love her.,positive
it was very worst seafood and steak restaurant,negative
The service is worst and the place is really bad.,negative
"Regardless of the heat and the annoying humid classroom, the class was good.",positive
Don't be a fool to hear his words.,neutral
We went to see a friend. We couldn't ask for anything more and she is truly a pleasure to see every time.,positive
This is so basic it's impossible to mess up...,negative
Good place to grab a burrito considering the places around. i highly recommend,positive
The entire shopping center is a parking disaster.,negative
It is the older sauce nonetheless!,neutral
Isn't it me or have the prices at Garden Ridge gotten ridiculously high?,negative
The restaurant had to close early.,neutral
this is was not fine to eat and chat,negative
Best Buy refused to get me a new computer.,negative
With my Safeway card I get great deals and cheaper gas which ended up costing much more after the gas had water in  it.,negative
The service was subpar and their products were worth noting!,negative
There are $5 footlongs.,neutral
I have had an appetizer of shrimp,neutral
It is possible that she is the entitled daughter of the owners?,neutral
My doctor only hears the first few words and immediately cuts me off with the answer I couldn't come up with.,negative
