text,label
Three weeks ago while cleaning an apartment building my cleaning crew committed the ultimate cardinal sin of window cleaning and broke a piece of glass.,negative
"(disclaimer: my first fish tacos were eaten in Tulum, Quintana Roo, Mexico...most wonderful thing ever.)",positive
Punks not dead and cash goes to show you that its not great selection awesome ppl forget cirporate hot topic,positive
I had the steam dumplings.,neutral
Great freaking experience.,positive
(Exactly what I was craving).,positive
Services received:  Baked goods.,neutral
A couple who came in after us got seated first at a table for four.,negative
She never came back and gave the service Christina was giving.,negative
Do not leave without trying the tater tots!,positive
"Downstairs in the living room along with the leg lamp in the window was the half open, straw filled ""Italian"" FRAGILE wooden crate and a half torn open ""official Red Ryder carbine action 200 shot range model air rifle with a compass in the stock and this thing that tells time"" tucked into one corner next to the desk.",neutral
"Delivery took 90 minutes when it was "" confirmed "" for 45.",negative
I will drive the extra 5min and deal with the traffic.,neutral
Maybe they are afraid to take orders or just dont want additional work.,negative
She brought out our food but never brought out the appetizers.,negative
And the system won't accept non-Carrier replacement thermostats.,negative
focus!,neutral
Take some pride in your restaurant,positive
It does get a bit crazy in there around the holidays so it is best to pre order which I have found out. It was horrible.,negative
My kids took my wife and me to Bill's for Fathers' Day.,neutral
This is seattle Teriyaki.,neutral
I came in directly after a baseball game and was a bit concerned that I was under dressed.,neutral
Nope.,neutral
"So I found my Apple Person again, and asked what my options were.",neutral
boba tea is best,positive
"Our waiter I can't remember his name but our receipt said his name was ""Tu"".",neutral
Next time is ask for the same thing but 1/2 the cheese.,neutral
"I bought two suits from Korry's which after tax/alterations came to a little over $1,100.",neutral
This isn't hard.,neutral
"I'm lactose intolerant and love blizzards, so it's a match made in heaven.",positive
"If you show up early, try to order the ""burnt ends"" if they are available, those must be the best thing on the menu from what I've heard.",positive
I've dealt with other ones that have attitude and ultimately ended up not getting anything fixed nor accurately estimated.,neutral
The Thai tea is great.,positive
Service was so attentive.,positive
I sampled a lot of things not knowing what they all were.,neutral
"Almost walked out as soon as we walked in, looked kind of sketchy.",negative
I got the chills and started to shake so badly.,negative
When you bite into the peanut butter cookie you suddenly taste the chocolate filling.,neutral
I think they focus more on drinks instead of foods.,neutral
"Easily the best catered lunch we've had, and we have about one a month. so tasty",positive
".but my friends wanted to go and try it, so I went along with them.",neutral
I specifically asked him if he could get me back right away (which you would assume would be the case with an appointment but you really can never be so sure) and he assured me that he'd have me in and out in 45 minutes.,neutral
The onion jam and accompanying dill were balanced.,positive
"is poor.... NOT the case at Ticoz... its a $3 sangria disguised at a $10 sangria  :)

The sangria was beautiful and delicious.",positive
"When they returned my check, they even called me by my name from my card, which was nice.",positive
I needed one more and maybe I haven't determined since I was the pilot!,neutral
"Our meal for four with a couple drinks, two appetizers and four burgers came to $120, which is way too much for how unhappy I was walking out. fair enough",negative
"I am a valued customer, I have the best buy credit card and have made large purchases before especially when you guys have the special financing promotions.",positive
Line does go by quickly as there are like 5 people serving you at one time.,positive
It was her 80th birthday.,neutral
The SECOND day the roses were already browning and drooping.,negative
Get over it people...its Vegas.,negative
"I've been here 3 times, and the service has always been cool and unskillful.",negative
Sugar never goes on the rim.,negative
"TBH the store kinda had strange smell but the store was really busy, maybe someone let one rip.",negative
It may be too large of an order for this small business but I would have preferred to be told that at the beginning of the month.,negative
This seemed like a good place when we moved in.,positive
Now the car is not hesitating or bucking and NO fuel smell.,positive
The gaskets were 60 years old as worn out.,negative
"They were brand new, right from the box.",neutral
We received our restaurant week appetizer in a decent amount of time.,positive
I wish Shawarma Plus was still there.,negative
Eating at Swenson's is like a crack addiction.,positive
"This place had big expectations to fill...I love five guys and burgerfi, smash burger, and in and out...these are great burger places.",positive
"Well, his wish is granted.",neutral
I've been coming here for a while now (about 1 year) and Mimi is usually the one to help me.,positive
He tried it and agreed.,positive
It's called let's find out the needs of the customer then see if we can meet those needs and if we cannot then offer a couple solutions.,negative
I had one of their white pizzas. It was delicious.,positive
"But tonight, Desi was beyond accommodating.",positive
Minzy.,neutral
"Used to come here years ago as a young child, raced all kinds of laps weekly (first opened).",neutral
"As a result, I will not buy another Cadillac --- ever!",negative
"- Though I'm not big on sushi myself, they have an incredible menu with as many options as you can think of.",positive
"The manager looked at me and said, ""They go fast!""",positive
"I've been to Arizona Charlie's twice, my first impression of this establishment wasn't all that great.",negative
The vet has tried a million things and finally settled on putting him on horrible Hill's prescription i/d food that cost $300 a month for his size.,negative
I'm only telling you my experience!,neutral
Some of the tables are bistro style so very small and cramped.,negative
They cleared up the check problem for us.,neutral
Not just one piece of each item but maybe 3-4 of each!,neutral
Couldn't wait to come back to get a brownie sandwich!,positive
I love this restaurant and have been before with great service.,positive
"(For example, offering us a car with a GPS without letting us know that cost extra, and informing us that he'd upgraded us for comfort to a bigger vehicle without us requesting something larger).",negative
They were so fast i didnt even get to finish reading the magazine i started.,positive
"At the end of the meal, order cakes as dessert.",neutral
It was new year but I can't get the flight.,neutral
I have gone to the Ohio City location a few times and have always been happy.,positive
There is outside seating but it looks out onto a shopping center parking lot which to me is not appealing to me at all.,negative
My boyfriend asked for more olives and the guy refused him one more olive!,negative
They ask me what I would like to drink and I tell them a Large Dr.Pepper.,neutral
VERY hard to find.,negative
The chicken was just average.,neutral
"You pay a $5 entrance fee, and then drive along a large loop, with about 8 stops along the way.",neutral
"The best way to fry your rice is to let your rice sit on the pan for a few minutes, without moving it, letting it get super crispy and charred.",neutral
Our room had one little problem - ghosts!,negative
"Not even five minutes later, a gentleman came over and it was clear that he was doing everything possible to correct the situation.",positive
"After another delay, I realized my window to pick up the pup if I wanted to catch the next flight was only 40 minutes!",neutral
I would recommend going to her.,positive
"pay by cash, 10% off",neutral
I'm the lucky winner of free airline tickets for two to anywhere in the US.,positive
I dont have lunch so i bought in canteen.,neutral
Hors d'oeurves for days.,positive
Otherwise you might be a little lost.,negative
"The sandwich had jalapeño poppers, jalapeños, prime rib, garlic aioli (dirty sauce), mushrooms, Baked french fries, served on Dutch crunch bread.",neutral
"After cutting my cuticles he placed the scissors back in its protector case, I didn't see any sanitation devices or alcohol nearby and knew he did my nails right after another client.",negative
Ill check out some of their other items at a later date. ok,neutral
"I travel a lot and frankly, the service you get at a courtyard Marriott far exceeds what I've experienced the last couple of days!",positive
Just a warning.,negative
Needless to say the experience was traumatic and left me with mental and emotional scars that would last my whole life.,negative
And the restaurant had tables where we sat and were waited on.,neutral
The wine was tasty.,positive
I also had their strawberry goat cheese salad which was VERY good. It rocked.,positive
"Heater rattled every few minutes, waking us up.",negative
Really really pricey!,negative
Different layers and lots of melted cheese.,neutral
Now It's a diesel so i expect it to be slightly more.,neutral
He was back in the office with food in 15 minutes.,neutral
BTW great dogs.,positive
I didn't like Arden in Phoenix.,negative
I presume that means there are 3 other seasonal menus that we have yet to experience.,neutral
The waffle 'bun' was cold and soft.,negative
I get hit on at least three times before I finish my first drink.,negative
"Anyway, I just couldn't wait to fill my stomach and get outa there.",negative
but I do have to say I could skip this course with all the other food you get.,neutral
"When you arrive, there is one single deck table that never has an empty seat.",negative
The place is definetely not for everyone.,negative
I was in the PV Mall area and knew that all the new fangled juice places were in Scottsdale or Tempe so I was prepared for a slightly disappointing juice experience.,negative
"I'm hoping they do similar events, with different times and meals so they can cater to the random schedules of the people in the complex.",neutral
"After reviewing photo texts, our insurance company told us it was ""an act of God"" and ""nobody will be able to help you.""",negative
The pizza can improve a bit.,negative
You sign a contract and go over pricing so there are no surprises when you finish and go to pay.,neutral
"Serrano's was one of our ""go to"" places at one time.",positive
good nail polish does not chip off that quickly.,negative
"Susan's demeanor comes across as brash, hard, and firm.",negative
"CONS:

-The shower head is place a bit low for my height and I'm not tall (5'11), you kinda have to bend to shower your hair.",negative
A few weeks ago I had finished up at the gym that left me with a handsome appetite and ordered carry-out from Hunan Convetry - first and last time.,negative
He has been my only negative experience here.,negative
The restaurant was vegan like promised.,positive
LOCKS ME IN THE CAB!,negative
Dan(the owner) came to my home and was very pleasant.,positive
"The meal was supposed to include raita, but we were informed they had run out which did not make the meal better or worse.",neutral
I have no clue what the other person is talking about.,neutral
"This is the place I always think of when a Strip hotel bar or swanky ""lounge"" charges me $12 for a precisely-measured (read: ""stingy"") something-and-soda.",negative
As for spiciness level... We both ordered mild to be safe and there was no heat at all in either dish.,neutral
"It's always dirty, smells funny,and takes them 5 minutes to greet you.",negative
Free admission.... That's a start.,positive
My husband and I stayed here for a week.,neutral
"There is a 'Coppertini' menu along with a fairly impressive wine list, with a few decent whites by the glass, including a light and refreshing Indian Chenin blanc, which is what I went with.",positive
This place has one of the flamest happy hours in Vegas.,positive
My eyes actually had to adjust because this was not what I was expecting in a Wendy's.,neutral
"Since I am new to the area, I was concerned that I would be ripped off from a store I was unfamiliar with.",negative
"So many places say they can make items vegan, and then end up tasting fishy or bland.",negative
Bad atmosphere.,negative
I was looking for a particular model and told me he could get it for me.,positive
I would like to add that I also ordered the take-out and waited so that the fish would be very crisp.,neutral
"Yes, I took a long time to get there but there was NO expiration date on the gift certificate!",positive
The knots arrive in a tin plate in which they were baked.,neutral
James McCutchen in Austin Texas,neutral
He treats you as you don't know anything (he's the all knowing doctor) and then tells you how to raise your children!!!,negative
I wish my stomach was bottomless so I could eat every single thing on the buffet (not that I didn't try...).,positive
People say the fries were wonderful and tasty! I was unimpressed.,negative
If I wanted just a standard pub burger and fries I'd head over to the Liberty.,neutral
The staff was low pressure and kind.,positive
I gave them a week to get everything done and had it done prior.,neutral
I also ordered the jelly appetizer thing but it is more of a dessert to me then an appetizer.,positive
Woofs Wiggles n Wags has gone thru some rough patches with some pretty bad staff in the past.,negative
I tried something new and didn't like it.,negative
Coolers and beers are available,neutral
Are you kidding??,negative
But she TOLD me what she thought it should be and started buzzing away!,negative
After my work meeting went back to my room and decide to order food from this place.,neutral
"Mike V. sets me up with one of his ""best salesmen"".",neutral
At 55 cents and up for a baby food glass...,neutral
"I even brought my iPad thinking I would need something just to pass the time, but there was no need.",positive
"I called this morning, they gave me a quick quote over the phone, and they sent someone out just a couple hours later.",positive
My friend and I tried the tasting menu with seasonal wine pairing. It was really good.,positive
The location is terrible.,negative
Sad now that I have to make my own pizza and nobody likes it.,negative
"I tried this place a few years ago and was disappointed,   I decided to give it a try one more time this week.",negative
Say something.,neutral
The cookie dough is lightly baked so it feels like you're eating raw cookie dough and ice cream.,neutral
Go for the plush purple dining room.,positive
"Also had a blood orange gastrique on the plate, it was really, really good. i really recommend",positive
All the technique and skill she picked up would've just been extra.,neutral
"No, Cabo Fish Taco HEAVEN.",positive
If you stick to eating the fish and onions I would say it's a 2 out of 10 on the heat scale.,neutral
These are not coney dogs like Detroit Coney Grill down the street or James Coney Island hotdogs.,neutral
He's all about the best ingredients and the menu changes daily because of that. He is annoying to work for.,negative
The slot machines just EAT your money.,negative
I first found it on Nordstrom.com.,neutral
I went in last night and she applied the gel (the oil in the manicure was the culprit!) It was so painful.,negative
"I've debated whether or not to write this review, but I decided to write it to hopefully protect other dogs from what my poor dog went through at Pete and Mac's.",negative
This time I just wanted to grab takeout and go home after a long week.,neutral
"Getting my nails done always feels like such a nice treat, and hanging out with Danny always feels like just the best girl sleepover ever. It rocked.",positive
"Note to Berge......Craig should do some on the job training with Mel and Dave as well as attend some workshops and truly learn how to deal with customers, how to tell the truth and how to do the right thing.",negative
"If you know anything about fresh black truffles, I don't need to say any more.",positive
The prices were as I thought they would be.,neutral
We will always stay at a Hilton Hotel again based on the horrible service and experience at the Double Tree by Hilton.,negative
Came here for the first time last night to see Motley Crue.,positive
I didn't know restaurants could trump state laws.,neutral
"A little high, but the certificate was for $25 with $35 minimum purchase, which made it worth it.",positive
I would have drunk it from the bowl.,positive
This was back in November.,neutral
"Brought in my top which needed to be taken in, and I told them I needed it the same same day.",neutral
Ordered four large entrees and paid around 40 bucks.,neutral
JLO can dance that women can move she's beautiful.,positive
To Jessica P. I think we had the same lady!,neutral
:( Will definitely be back but maybe only when I have the time to wait in line. I love this place.,positive
No breakfast lunch or dinner.,negative
"I'm convinced that the Eaton Centre is the modern incarnation of Dante's ""Inferno"".",negative
Love the customer service.,positive
There's no need to go back to the real stuff.,positive
SHE WAS PATIENT and understood my frustration.,positive
FYI  I travel from South Chandler and could choose a closer dealership.,neutral
She's taken me here before and IT RULED but I coudn't remember the name.,positive
But the food is new and the service is polite and top notch.,positive
What matters most to me in a business is that they are honest and that their primary goal is to provide quality service and product to customers and help them get the most for their money.,positive
"Although I hired Triple 7 movers, who were awful and I would stay far far away from them.",negative
We walk in and there is no greeting or waiter to seat us.,negative
Hence why we made an appointment.,neutral
One of my rolls just had avocado wrapped in rice and nori.,neutral
we ordered the baked clams,neutral
The oxtail had been cooked so tender that it almost fell off the bone.,positive
The bun was perfectly moist and warm. highly recommend,positive
"What: movie theater with cushy, comfy luxury seats that recline.",positive
The rooftop is completely off limits.,neutral
"Searched the Internet, Facebook, and yelp and all those websites have good reviews about this place.",positive
"Very small toast, cold hard pancakes, and adequate dippy eggs was what I received last time I went.",negative
After arriving at the nicely decorated and boisterous room I was asked what I wanted to drink.,positive
We had our reasons for deciding against this major purchase.,negative
When I get home I called them and they told me they'd CATCH ME NEXT TIME.,negative
"The reviews said the food was disgusting and overcooked, they all lied!",positive
I'm not sure if the woman was the owner but good customer service is a must no matter how good your product is.,neutral
"One of the days, I woke up with a sore throat.",neutral
Walked into this place for a couple beers and a takeout order.,neutral
"At the end of class, he/she rubs your neck with lavender lotion.",neutral
And this wasn't an isolated incident.,neutral
Bathroom was properly sized and decently maintained.,positive
My 3 year old had a ton of work to be done and we almost got robbed by Dr. Abrahams at Just for Kids Dentistry.,negative
Really bad.,negative
"Like, it will remind you of the best thing your mom ever cooked, without actually tasting like it.",positive
I didn't like the last guy that fixed my computer and didn't know who to call. i'm tired,negative
"Side note: She text me from the begging with my shoot date, so I always thought text was ok!",neutral
I got up a left.,negative
You wouldn't catch me in one of the FAB rooms tho.,neutral
Craft beer but mostly in bottle.,neutral
"OK, I 've had Americano at Cartel, and I SWEAR it doesn't taste nearly as good!",positive
"Pull out bed is really uncomfortable (I slept on the couch part and it was a lot better), no free wifi
Pro - Center strip, connected to Planet Hollywood though the Miracle mile.",negative
That has already created opportunities with other companies.,neutral
I will know from now on.,neutral
"Our party was pushed to sit up there, even though there were plenty of tables downstairs where you might have been able to hear if the folks sitting at the bar weren't screaming to greet each and every person coming in.",negative
Always a line for what reason??,neutral
The map showing where this place is located is way off.,negative
A really long wait.,negative
Reserved the place for Mother's day branch.,neutral
I am the only one that drives my car - Nobody drives it but me.,neutral
It's unnecessary.,negative
Nothing was screwed up in the order.,positive
"Then you realize OH it looks just like NY, but a smaller version.",neutral
After waiting for 15 minutes and arguing with the front desk someone from Palms Tower where we weren't even staying came and picked us up and gave us a ride across the property.,negative
"When we first arrived we just dropped off our bags and left, not really looking around at the features the room had to offer.",neutral
"I mean, OMG.",neutral
I tried mac salad. 1. mac salad was not edible.,negative
"They specialize in hot dogs, but that's not all they offer.",neutral
Tana in the lingerie department.,neutral
I went to Sachi for a facial and without asking any questions the facial just started.,negative
The prices are very inexpensive.,positive
They're known for the dirty duck fat fries for a reason.,positive
I DO NOT EAT BUFFETS.,negative
I love Dunkin Donuts!,positive
We all know phone companies can be frustrating at times.,negative
My husband and I are huge Rita's fans.,positive
She did a wonderful job!,positive
I give them props for creating the stage interior set.,positive
Boyfriend and I come to Vegas often and going to awesome dinners is the highlight.,positive
I was told to see joe gallagher.,neutral
I've been to other Mod Pizza's before where sometimes the personnel and portions are subpar.,negative
Let's begin with the drinks.,neutral
Very good recommendation indeed.,positive
I ordered a large and drove up to the window.,positive
Not this time amigos.,neutral
A basic car wash is all we wanted and 64 minutes later we had it!,negative
"Although this was the first of many replacements we needed to make from his work, we will be doing the work ourselves or hiring a better contractor in the future.",negative
I got acrylics and everything seemed to go fine while there.,positive
It was dawn when he opened the door to see a Rolex watch at the door step,neutral
We were looking over the menu and was shock at how pricy some of the menu item was.,negative
Your complaint is irrational and wrong.,negative
"When I first started eating here the food was amazing, hot and fresh.",positive
Lush treats his employees like trash.,negative
"He them saw me, and asked what was wrong.",neutral
"We had a cappuccino, a drip coffee, and split what I thought was a chocolate chip cookie but turned out to be a toffee-chip cookie.",neutral
I have never once been asked to remove my hat on any occasion.,positive
"Two words ""Lobster Bisque"".",neutral
Finding the place was a little tricky because their door is not right on king street.,negative
Seriously give this place a try.,positive
The restaurant did not disappoint.,positive
Cheap and fast.,positive
Advice for the manager: make sure noodles with beef are cooked in less than 15 minutes of waiting and that chicken is properly cooked through.,negative
Having just moved here from Berkeley I have been trying to find some new places to make me feel at home.,neutral
Ask for Dave Bonanno!,positive
"Overall, if you eat here, just pick it up. It is wonderful.",positive
The home good isle... well... that's danger.,neutral
I think it had to do with looking broke because we came back looking great and the server began being all smily with us and nice.,negative
The employees and food are just okay and basically are what you'd be getting at Jack in the Box.,neutral
"So, gringos, if you see this sign, pretend it says ""Please seat yourselves"" and act accordingly.",neutral
The place only had about 6 tables total during the lunch rush (not too good).,negative
They all talked (in English..,neutral
Steak and Shake onsite!,positive
Come on people take pride in your place!,negative
"I was told by Precision Tune (in Concord, NC) that the head gasket on my motor had blown and that I needed a new engine.",neutral
"We changed around the quote a few times regarding the colors and our HOA, this was a lengthy process.",negative
Well I was on a trip last week and knew this chain was all over Arizona.,neutral
Be sure to bring your own plates and utensils as only drinking cups and coffee mugs are provided.,negative
"That grinding noise that screams ""your brakes are bad!""",negative
I went there on a date and got there before the live band on a Saturday night.,neutral
My husbands job also requires him to bring breakfast/lunch to peoples offices so he is there VERY often for large orders.,neutral
Take out only.,neutral
Most places won't give you 2 seconds.,negative
Sadly the food has not wowed me and when we finally ordered the cheese plate again tonight (which I remember to be amazing) I was left feeling meh.,negative
"Therefore, if it's a wintery day, you end up standing over the shoulder of someone enjoying their meal...very awkward.",negative
It actually ended up being a drain issue below the rood (in the rafters).,neutral
"If you have never tried mole, this is the place to do it.",positive
They are trained well nothing like other unprofessional chinese restaurant with rude waitress and waiters.,positive
The prices are considered very cheap.,positive
It is VERY HOT in her place and her dressing rooms are very dark.,negative
"I have had occasion to eat here a few times, various meals, as well as many meals through room service at the hotel (I love the hotel,  by the way).",positive
We tried a new place. Once again the service and quality was impeccable!,positive
"I ordered the ""BBQ BURGER""",neutral
well they got it done on time and I drove away.,positive
"Les drinks et la
Musique sont malade!",neutral
Most games are .50-1.00 each.,neutral
I am not a vegetarian but I have a real fondness for faux meats.,negative
Although the biscotti and creme brulee was unavailable they had other delicious items on the menu!,positive
"If you are going to participate in Yelp coupons, be like everyone else.",neutral
I used to go here because they are in the town where I live and it is convenient.,positive
"Not a lot of room to manoeuvre when you've got a couple of pizzas, glasses, water, flower vase, side plates, and so on.",negative
Don't worry about ordering mozzarella sticks or chips or whatver on the side because you don't need it and it's not that good anyways.,negative
A great sommelier could likely provide excellent recommendations for better value.,negative
I'm really surprised they had that many people show up.,positive
An hour and a half later we were seated.,negative
I also ordered the Fish and chips and it literally melted in your Mouth!,positive
Turned out the switch they Needed wasn't in stock.,neutral
The regular wheelchair costs between 80-120.00 dollars per chair.,neutral
I was trying to control his behavior instead of changing his as well as mine.,neutral
"Dont waste your time on the gyoza, we didnt finish them, they seem to have so much ginger to mask some other flavor that is very unappetizing.",negative
Lovely!,positive
I tried the shui mai. after knowing the shui mai was undercooked I just didn't feel safe eating the other items.,negative
The hostess helping us said can you sit at this table located in bar.,neutral
One might think that perhaps the staff's antics was a convenient mask shrouding potential issues concerning their knowledge of the menu.,negative
One room with the toilet and a sink.,neutral
"Why, thank you.",positive
Next time I would request for them not to char the kids dogs.,negative
The ipad concept is weird.,negative
It had four pieces.,neutral
GTFOH with that.,negative
Instead he took the extra time to make everything right!,positive
Hmmm... bagels.,neutral
"They don't have as many options to choose from and if I remember correctly, there's only 3 variations you can pick from.",negative
I've gone to plenty of other eyelash places and they charge you an arm and a leg.,negative
I'm not going to hesitate to make it a lunch spot every time I'm in West Madison/Middleton Mallville.,positive
"Even with the button system, I couldn't tell if the server knew I was trying to get her attention.",negative
"My son and I went on Saturday night, around nine and had to wait about half an hour, helped along with $2.50 beers on the nice patio they have.",positive
My one complaint about NAMI.,negative
"I took my boat there was told I would be contacted the next day on what the issues are with my boat and then try and move forward in getting my boat back on the water.. well never received a phone call and after 2 days I decided to pop into the shop since I was in the area and find out if there was any progress, I was told by the owner and I quote ""we started your boat this morning and you need a new motor"".",negative
"I made sure to get the full spread, including tender, ribs, dogs, and pizza.",neutral
They look at it free of charge and diagnose the problem at the caliper.,positive
It tasted quite weird.,negative
The second time we went we sat inside.,neutral
"We will not visit this place again today, but I can see it happening many times in the future. ",positive
I first contacted Mackenzie tree trimming and Geoff called me.,neutral
"( we know where to put the gas in and that's about it)  Unfortunately for us, it had other issues either the seller didn't choose tell us or know about.",negative
I also loved their lamb burger that they serve during lunch. it was amazing,positive
Zero!,neutral
Another idea for people who don't want their dogs interacting with other  dogs is to checkout Petsmart.,positive
The manager or owner (middle-aged Italian[?],neutral
We looked online for a menu and unfortunately there was not one.,negative
"Curls, long extensions, bleached layers, we have it all!",positive
this place is not my #1 pick,negative
"I've had my fair share of Greek food before, coming from houston where there is plenty of restaurants available.",neutral
The rolled tacos are pretty simple to make.,positive
Why you say...?,neutral
Getting to the hotel on  was fine.,positive
This will drop the per average cost down of $2.,neutral
I sat at the bar (which I never do) to chat with the owner.,neutral
I also think the aisles could be just a little wider.,negative
"I drop off the vehicle, asking for a call if repairs exceed a certain amount... and later that day I get the dreaded call.",negative
I did as instructed and was told the wait would be 30 minutes.,neutral
ATT uses that time to try and sell you crap.,negative
I started coming here about a year ago.,positive
"Usually you get a heap of uninteresting, pedestrian fries that you could take or leave.",negative
Update....there may have been rain earlier in the down however when I was there the ground wasn't even wet.,neutral
"When we walked in, the layout was a bit confusing and we weren't sure where to go to be seated.",negative
my son is not better,negative
An hour to even place the order?,negative
"(One exception: the protein superfood balls, which are disgusting imo.)",negative
"Elisa reminded him to fuel the vehicle, he forgot, the car stopped halfway",neutral
I don't really enjoy it.,negative
A few weeks ago manager Tyler agreed to donate 4 pizza for one of our events.,positive
It all gets eaten with this sourdough crepe like bread.,neutral
I've been to lowe's a few times in the past with my boyfriend and the staff has always been helpful.,positive
"This Is the first yelp review I've ever written, but this food deserves one.",positive
I was completely floored and just looked at him.,negative
"It's noisey, but that just comes with the territory.",negative
It's Arizona in the summer!!!!,neutral
"Typically when I Have Pho I load it up with hot sauces, chili oil, etc...not at Saigon!",neutral
Beer was a great value.,positive
"Regret that I ran out of space in my stomach with the ambition to sample everything, regret that I only got tickets for one day, regret that I'll be at the gym for a month working off one day of caution thrown to the wind, and regret that I have to wait an entire year to do it all over again.",positive
"If that gets my phone fixed, why not?",positive
I would have expected a higher charge even on a weekday.,positive
It's nice and creamy and not thick like your typical cupcake frosting.,positive
The drinks were very nasty.,negative
"Boba seemed like a faint memory, something I would just get while on vacation back ""home home"" in the Bay or in LA.",positive
We didnt have reservations and sat at the bar.,neutral
"Bouchon is his extremely vulgarized, and lower priced offering for Las Vegas.",negative
When we finished she handed me the mirror and while laying down I took a look and they looked fine.,positive
"As the menu reads: this is a bar that serves food, not a restaurant that serves booze.",neutral
SO GREASY!!!!!!!,negative
"and the ""head"" of security on the other hand are very disrespectful.",negative
Very slow location.,negative
I ordered by coffee and gave my name.,neutral
Very tasty.,positive
I spoke to Daniel over the phone and he was able to answer all of my questions and concerns regarding a repair.,positive
Will defiantly be going back to try more off the menu.,positive
"I just tried to go to the Dairy Queen nearby, and they closed when we got there before 11 and were very rude to us.",negative
Only problem?,negative
We stood around for 5 minutes since no one was there...then a girl came out and escorted us to our table.,negative
Thanks guys!!,positive
"I'm into food that's cheap and not necessarily fancy, as low-frills food is better.",neutral
The field was small and bad.,negative
The 2014 jerseys are 50% off while the 2018 jerseys are 30% off!,positive
Absolutely 2nd to none groomer!,positive
I have been to this one three times.,neutral
And her parents still didn't show up.,neutral
The makeup lasted all night!,positive
The cost of replacing the fries was $11 + 2.,neutral
The dry and spicy Lamb was on sell at restaurants everywhere.,neutral
"I recently was looking for a few different cars through TruCar, one of them being a Hyundai Elantra.",neutral
Had a 5 star experience here overall especially with the esthetician Afton and massage therapist Kat whom I still highly recommend.,positive
"I tried the TCB --Turkey Cordon Bleau--swiss, turkey, bacon & mayo-- after reading the yelp reviews.",neutral
But you can tell that the kids don't really understand it anyway since only adults laugh when those jokes come up.,positive
