text,label
"Our initial female bartender (sorry, can't remember her name) had a very lackluster demeanor.",negative
I have always loved church's chicken since I fell in love with Fried Chicken.,positive
the room was SICK!!!,negative
It is pricey at $7.50+tax for 2 scoops ($5.50 for 1 scoop).,negative
Topping it off you will get to here some wonderful 1990's hits.,positive
Our scheduled time was between noon and three.,neutral
"I tried to explain the chair was broken and get help, but the guy was oblivious.",negative
"Is there something bad about this place that I should have known?""",neutral
We dined on 5/31/2013 at 7 pm and our waiter was Stephen.,neutral
I love crepe and I've been to a lot of places that serves crepe.,neutral
There are even TVs in the restroom.,positive
The gentlemen at the front desk handled the situation very well but unfortunately they can't duplicate ten more of him.,positive
"I came twice before, but I kept missing the hours of operation or came in on Tuesday which is a day they close.",negative
I go here w/my friend the days Sweaty is playing.,neutral
The portions were huge and I underestimated how the food was going to taste.,positive
"I called the Jockey Club and was informed by an honest manager, that Resorts International or Go Holiday, have some 40 rooms that they Resorts International own, and they told me that Resorts International actually has there office within the hotel.",neutral
One person even complained that she got called too many times after she bought her mustang.,negative
We would order delivery from them every week... sometimes twice a week during more difficult times.,positive
Because summer is here the bugs are out and trying to get in houses.,neutral
"Whomever answered the phone, couldn't give me directions in context, so I figured Google and I, could get there... ALAS, I WAS MISTAKEN!!",negative
And that is exactly why I will let everyone I know in BC how Big O deals with their customers.,negative
Tried a few apps.,neutral
"Today, my car had a rumbling problem on my way to work.",negative
All the bartenders will gang up on you and defend they're coworker.,negative
"Love me some onion rings as they looked so big and delicious, but needed to pass on this before I pass out!",positive
I wish all doctors took the time to explain and comfort patients.,neutral
"I remembered my friends talking about Fantastic Sams in the past, so I looked up and found one in the area.",neutral
;] Non-spicy goers beware!,negative
"The guinea hen, the blackberry ice cream dessert, and the Crab entree was pretty good.",positive
The miso soup was tasty.,positive
"If you have ever been in Las Vegas for a convention, you know how tired your feet and legs can be after walking that show floor all day long.",negative
Little restaurant tucked into a strip mall.,neutral
--Getting to the actual restaurant is a little tricky since the place is huge.,negative
Luckily the food was good.,positive
And the LPN Rebecca the others I can say diffrent and Definitely dont recommend Rebbeca Tyre!,negative
If you like Hot chocolate look for the special formula,positive
"This is one of those places where you do not get your regular rolls, make sure to go for chefs specials.",neutral
First of all there is nothing wrong with the storage staff or location.,positive
"Before delving into my recount, I'll start off by saying several things I am happy about the place - clean, large, many lockers, pool (although can be weird as it is by the entrance/foyer), a lot of equipment, a lot of space.",positive
Don't bother to eat here especially when there are so many other great places to eat in Vegas.,negative
He came home with these!,neutral
He ask how we were doing.,neutral
"It seems like everywhere else you go they're cold, thin and hard.",negative
I called and went back immediately and he said he would do what it takes.,positive
I truly felt like I went to sleep and woke up in a European mansion and then stepped out onto the garden for some breakfast.,positive
"Ask about a punch card, 10th drink is on them.",positive
It is around $5 for pretty much anything on the menu.,neutral
I don't even typically enjoy japanese food.,negative
"The brioche, rustic bread and regular baguette are rather forgettable.",negative
By 5:00 the line was out the door!,neutral
I recently had several rooms of carpet and tile removed.,neutral
It's 5 min from my house n I will drive an extra 10 min to go to the one on north trying bf I go to this one ever again !!,negative
This was our first time hiring a personal chef and certainly won't be the last.,positive
I usually shop down in SW.,neutral
I hope she is getting paid well.,positive
Keep it simple and get a slab.,neutral
We take our hard earned money and tip well to treat ourselves to good work and a calming experience not slip and attitude,negative
get this place back to where it should be.,negative
Cannot say enough good things about him personally.,positive
Tonight at 8:25pm I decided to go in.,neutral
The kiosks are to the left of the box office near the game center.,neutral
They have these little food trays that go on the side of the bar to make it easier for you to get to your food.,positive
Parking is kind of hit or miss...or walk a long ways.,negative
Our sales person came up to us as soon as we parked and immediately started asking questions about our needs.,positive
But this man made it happen in that little time and his work reflects on my hands.,positive
It was not even busy so that couldn't have been an excuse.,negative
This AYCE restaurant is definitely a little pricier than the typical places I've visited on York Mills etc.,negative
The particular car that I wanted was not located on the lot at the time.,negative
This is a dangerous spot indeed.,negative
We line up at 845pm since people are already lining up.,neutral
1 hour + for two entrees.,negative
They ALWAYS close early.,negative
Dankest Mexican food in Tempe and cheap as well!,positive
The one time I tried baklava--which I generally love--it was dry and not very flavorful.,negative
I left.,negative
"We then each had the carnitas for the main, which always SEEMS like it's a small portion, but it really, really is not.",positive
"Between the two of us we shared a pitcher of sangria, croquettes de jamòn, pan con tomate and the chicken paella and couldn't finish no matter how badly we wanted to.",positive
I wanted something light after a long night of drinking.,neutral
"Mid morning that day, a call was placed to Deluca's to inquire about the possibility of handling our event that was scheduled to begin at 5:30 that evening.",neutral
Then I found this place online so I called them up to see if their place will work for me.,neutral
"Flaky and fairly light actually, it was a good sized helping as well.",positive
"I'm trying to think of something bad to say about this place, but I can't.",positive
I am basing this review on having been converted to Mabel's artisan's breads.,neutral
"I had to post this review when I saw someone else recently write that their advice on the chicken and waffles was, ""I'd pass on this, too.""",negative
"She did not ask if I wanted colour on top, she simply handed the colours to me.",neutral
I highly recommend taking your little fur babies to Arrow Animal Hospital.,positive
And did I mention the price?,neutral
"(I asked about menu items & substituting, etc.)",neutral
"It saddens me to say that I don't support this longtime business anymore, because I truly do miss what it provided to Aurora.",positive
They actually have apple pay... it's just not listed on their profile.,neutral
To be honest I have never heard of this place in my 21 years of living here in madison but for my birthday I wanted to try out something new and my friends said this was was good but they all had gone there years back and I saw the pictures of people out the door so I was excited to try it out!,positive
If you are  considering this restaurant I would go to Casa Mia on 136th.,neutral
"Didn't happen to us, but it was sort or downer to see the attitude before we got in the door, right?",negative
I was excited to try this place as it is right near where I live.,positive
I know that doesn't even make sense.,neutral
They have been to my house about 3 times previously with decent results.,positive
"After waiting in the lobby for an hour and a half just waiting for a simple patch job, I got frustrated and looked up local places for an alternative.",negative
I was internally fuming that she was so rude.,negative
The garbage plate actually compares to the of Rochester's own.,positive
As someone who has worked in the service industry for years.,neutral
I come here multiple times a month and order the same things.,positive
In those instances all it required to resolve the matter was to provide feedback to the office staff.,neutral
First time just to get stamps.,positive
the only thing that could make this place better is if they made breakfast!!,positive
We knew more about the events going on than they did.,neutral
The mango lassi was great.,positive
We could never be friends.,negative
So we scheduled treatment.,neutral
Like people in movies do.,neutral
I asked him how it was possible cause it seems really good and he said they really want my car cause it's uncommon and there's all these incentives on the new car n whatever.,positive
"The fridge was available without additional costs to store our drinks and food, and the bathroom was clean and updated so the sight of bad caulking was nonexistent.",positive
My least favorite were the the flan (it was kind of bland in my opinion) and the custard cake (also very nothing atypical).,negative
We got there late at 6:15pm and had a show starting at 7:30pm.,neutral
Bartender warned this bourbon drinker it was strong and he wasn't kidding!,neutral
They always have one person working and he takes his time even though the line is huge.,negative
"Last night (on a Sunday), my friend and I entered the restaurant.",neutral
For some at the table it was TOOOO hot and that was just a 2 out of 10.,negative
Offered me a car for $20/day.,neutral
I was so bummed and at a loss as to what to do next.,negative
I finished it but it was a bit of a chore.,negative
"is poor.... NOT the case at Ticoz... its a $3 sangria disguised at a $10 sangria  :)

The sangria was beautiful and delicious.",positive
I eventually got my car rim fand my tire replaced after much arguing.,negative
They had me at $2.50 mimosas!,positive
"Luckily, my friends were indeed guests at the TI and I snuck in with them.",neutral
"I expected him to come by, give me a quote, leave, and come back another day to do the work.",neutral
Sad day.,negative
We all ordered and all was fine.,positive
Did not have the food - kitchen closed early.,neutral
Come to find out that this couple actually worked at the restaraunt.,positive
turned out that the tube I had wouldn't bend right with their bender.,negative
"Was I Upset, Nope!",positive
The crust was flaky and light but did not fall apart.,positive
Michael killed the baby coffins and of course my toes were slayed as well.,neutral
I ordered a large white pizza w/ mushrooms & extra cheese and a Italian hoagie.,neutral
Fitst of all I want to say I came here with very high hopes because I am a steak lover.,positive
One thing about the meal here is that it does not come with any sides.,negative
"Crust is on the thin side, and they put on a generous amount of cheese.",positive
She is in and out in less than a minute.,positive
I ordered the Steak medium (which they recommended) and the meat was absolutely melting in my mouth.,positive
I told the girl when I arrived that I wanted a full set.,neutral
Temperature is in the 50's.,neutral
"For Italian food that tastes good for about the same price, Oregano's is wonderful!",positive
The entire menu is in Chinese so you either have to remember the number or have a local that can read the menu here.,negative
some was pretty good.,positive
They'll take advantage of you if you've never been here before.,negative
On a high note: Enterprise (inside Pinnacle Nissan) Rep -Fostino was Phenomenal!,positive
I could feel it and see it!,positive
My minty tea (made at home) was much more fulfilling than a cupcake - thoughts I never thought I would have to write.,neutral
"A couple of other notes: There's a small stage inside the restaurant, and apparently they have live music every night starting at 8 or 9 pm until 2 am.",neutral
I've already asked them to put me on the calendar to replace some cracked tile in my house before I put it on the market.,neutral
We travel quite often and this was the first time we've rented from Advantage.,neutral
"Most cities, if you don't walk in dripping in diamonds with a frozen plastic face, they won't give you the time of day.",negative
For desert our table decided to share the baked phillo dough drenched in syrup.,neutral
"However, it didnt give us any ""wow"" factor.",negative
Other places I've been to do this completely backwards and make me want to punch faces.,negative
It was clearly because I was black because not one other person in line was wanted or asked to empty their pockets.,negative
Krispy Kreme if you have been in Arizona @ least 10 years you remember going to Tempe Mall & going to the Krispy Kreme store & getting a hot glazed donut fresh from the oven or fresh donut holes.,positive
The lady that took our order asked what type of fries we wanted and I chose 2 different ones and when our food was delivered we never got the other.,negative
"So I really do not like to eat with my hands, as in ever!",negative
And I have to say one of the most important thing they did right was resting the steak well before serving.,positive
We entered with very low expectations after having an absolutely awful experience with Murray Celebrity Magician.,negative
They then give me the right address.,positive
"We also had some rattling noise that we could hear, so we were expecting a condenser problem or some other problem in the ceiling.",negative
I was definitely looking forward to a rack of lamb but didn't have it in the menu.,negative
"After calling them all day to see if the truck was ready, my boyfriend FINALLY got a phone call at 5pm saying they are just now looking at the truck.",negative
Lucky for us we had the cash.,neutral
"Came in this afternoon for lunch - someone came out front, grabbed 4 menus and sat us at a booth.",neutral
"Two weeks between each attempted delivery date (and there were 3) apparently was good customer service according to Stephanie who told me twice, ""what's the big deal, it's not like you don't have a table already to use?""",negative
They don't even mind that Angel isn't too good being groomed.,positive
Staff friendly.,positive
I ate steak burrito with a Sprite.,neutral
Are you kidding me?,negative
Blackened Chicken Panini.,neutral
I wish I would be able to recreate it at home but I don't remember everything that was in my dish.,neutral
I need to ship my daughter's car back home and phoned a lot of companies.,neutral
We enjoy having foods that we can't cook.,positive
Bloody Mary needs some work....,negative
I  finally had to go to Cold Stone and buy her an ice cream cake 4 days later.,neutral
"We were a party of 8, three couples and two teenagers.",neutral
"If you want a good fade, go to Don!",positive
I stopped to eat at Hooters with 3 friends after a concert last night.,neutral
We heard about this place from one of the guys working at Count's Kustoms.,neutral
Crash of the Rhinos did not cut the paint with water as the last cheap crew did and the Rhinos crew applied two coats.,negative
I'm only telling you my experience!,neutral
It could get busy as the place is small.,negative
They confirmed with the insurance company and checked my VIN number again.,neutral
Keep that in mind when making an expensive purchase and you can still use the 40% off one regular priced item online as well.,positive
They ran out of meat around 4.,negative
"First off, I like a dive place as much as the next person.",positive
Required by the state.,neutral
"My husband being a 24 year veteran and having done Loss prevention himself, had to finally call you guys and get those results.",negative
"My 3 year old grandson kept saying, ""UMM!",neutral
We took her in to this hospital .,neutral
Beware the hot sauce is hot so if you can't take it....dont even get the mild.,negative
"Watch out, Mexican food has met its match.",positive
"...godspeed, my friends.",neutral
Not a single wrinkle could be found on the freshly made bed.,positive
A job-site inspection by ABS was required first to get it repaired.,neutral
When I started it was only $50.00 a month but now it is $70.00 a month.,negative
I'm genuinely shocked that both of these reviewers say she was rude.,positive
I visited a Sprouts store on Ray Rd in Chandler today.,neutral
That was nice.,positive
I should have listened to all of these wonderful reviews before I went to an amateur who gave me the worst most humiliating week of my life!,negative
"If you're reading this, buddy, be glad I didn't slam your corpulent and obviously well-fed and bathed ass onto the sidewalk.",negative
Service was beyond efficient.,positive
We were to bring him in the next day for a follow-up appointment.,neutral
"I mean, who wants to exercise more than they need to?",neutral
The have some nachos that look great will try next time and let you know.,positive
"Our entire meal, including 1 cocktail, 1 glass of wine and 20% tip, was $150.",neutral
I am not sure if if the food is any good.,negative
The atmosphere was upscale but not froufrou or intimidating.,positive
"I've been searching in vain for the past couple years for good Chinese food in Madison (Fugu, Dumpling House, Hong Kong Cafe, blech!)",negative
If they don't bottle that liquor soon I'm gonna break in and steal that shit,negative
The food is actually really decent here.,positive
"Also, the prizes are stunningly low.",positive
Our car wouldn't be ready until Monday.,negative
I explained that I just needed a trim and was hoping to keep the long length for my upcoming wedding in August.,neutral
"Due to the busy time, they asked me to leave my keys with them and had me park in a line if other cars right next to the shuttle that would take me to the airport.",neutral
Upsell!!!,negative
$129.95 from the cheapest online store.,neutral
The pizza is ok but the pasta is where it's at.,positive
"We had some of their fantastic salsa left on our table, in our small bowl as well as in the serving carafe.",positive
My Girlfriend had her nails done too and wasn't as pleased.,negative
"With Alex, I never got that feeling.",neutral
Earning loyal customers right there they are.,positive
I didn't pay so I'm not sure what the bill ended up being but I'm sure it dented someone's wallet.,negative
That was all I have to say.,neutral
Just had lunch at Miki's.,neutral
I'm in the automotive business myself and was in Vegas when my windshield took a big rock!,neutral
My sister and I just ate there a few hours ago.,neutral
Sketchy!,negative
I bought 3 firearms through BudsGunShop.com and decided to go with this FFL dealer because of their great Yelp review.,neutral
Great looking complex with grounds that are well kept.,positive
"Never pay the full sticker price here as the prices are quite high if you are walking in and paying the regular rates, you can get a Groupon or get a package at one of those tix4tonight places scattered thoroughout the strip for a discounted packages.",negative
"If you're visiting LV and looking for an honest operation, check them out there.",positive
"We have used this company many times, for many different events, and we have even had Taylor before as a driver.",neutral
Hahahahahahahahaha!,neutral
2) ordered delivery once.,neutral
I found my new service writer as long as I own a Lexus.,positive
UPDATE !!!,neutral
It definitely doesn't take 15 min to get food ready.,negative
She toured both kitchens when she was hired.,neutral
I will say the patio is what got me to go there.,positive
Purchased a Note 5 here recently and that all went fine.,positive
This is going to be an expensive meal.,negative
"-It seems the earlier you come, the better if you want to avoid the crowd!",positive
"Once you order, they give you a number display and you find a table anywhere on the premises.",neutral
"I came here with a group of friends and we all ordered different things, because it was nearly impossible to pick one thing.",positive
Another time I had a Lemon Raspberry Tart.,neutral
"This being the weekend before my wedding and realizing I needed a new wheel and that my car was VERY unsafe to drive, I was very upset and low on funds.",negative
Not only that but the chef himself came out to apologize and also gave us a free canoli.,positive
"Would be nicer if the staff can speak some kind of English (Don't worry, I'm Asian).",negative
Once all of the food was on the table everyone oo'd and aw'd over the portion size we all expected.,positive
Garlic pepperoni pizza.,neutral
"If you are thinking ""how could I possibly spend $100 there?",neutral
"It's a mixture of lamb/beef, tomatoes, cucumber mint yogurt sauce.",neutral
"I was driving by when i noticed their sign and the line out the door, so I pulled over and decided to wait in line to see what all the commotion was about.",neutral
Look at the door and saw one of the springs is broken.,negative
"Next, the meal.",neutral
We love going to Chili's.,positive
"I only get the cha su, not into duck and just haven't tried the crunchy skin pork that looks juicy and amazing.",positive
Never once did they apologize.,negative
"I also noticed there was no mention of parking on the website but I was biking it in, so no big deal.",neutral
Dommage parce que leurs gâteaux vlent le détour,neutral
"We ordered calamari, broccoli chicken & fried rice to share....",neutral
Their quote of a new compressor was lower as well.,positive
She wasn't able to deliver my daughter due to a family emergency.,negative
Same lady that served us the 1st time.,neutral
"I ordered chicken enchiladas - chicken, corn tortillas, rice, beans, green sauce - sounds good - fairly safe, right?",neutral
Moving to Calgary had me worried about the choices here and I was right about the limited selection.,negative
Once you've chosen everything they squirt and pour everything together for you.,positive
"I didn't realize the price, but 4 cold shrimps with cocktail sauce will set you back $22.95 which is the price of a main dish at some other places.",negative
"Clamped some wires, made some changes, free parts and labor.",positive
Can walk down aisle 2-abreast.,positive
"Being in an upper management position myself, I can say that any gift card, coupon, refund issues I've personally dealt with immediately to drive the customer loyalty.",neutral
"I couldn't decide if I wanted a chili dog also, glad I didn't get it, The burger combo was enough.",positive
I walked in its a very nice place and I was impressed with the outlook.,positive
He said there was still 80% wear left on them.,neutral
"I always think everything is too expensive, so that is where I start.",neutral
I told her yes.,neutral
Doesn't make much sense.,neutral
i went to the one in paradise & harmon.,neutral
It's a good go-to when you're in a hurry.,positive
"The wings had just a bit of spice, despite the name.",negative
I expected the bill to be significantly higher.,neutral
It felt amazing and the scalp massage was great too.,positive
You'd think the 24 hour city would have a 24 hour tailor.,negative
I've learned to avoid hospitals and doctors... churned account syndrome... lousy investment too...,negative
"One of us made a comment like, ""welcome to Beruit, how may I help you"" as we walked in, hoping that it was just the building's exterior was under renovation.",negative
Small place so seating is limited.,negative
I couldn't  allow myself to order dessert knowing I'd devour it.,positive
I am pretty shocked that my cute mint nails lasted an entire work week.,positive
"The duck curry was okay, nothing memorable about it.",negative
The first time I went was on a Thursday.,neutral
I was having major issues with a milk BLEB which is excruciatingly painful and doubted my ability to breast feed.,negative
"If you want your beloved pet to have a great experience at the groomers, go to See Spot Clean!",positive
They delivered within specified time.,positive
I had a hankering for a burger and decided to have the Sharkies Burger with fries.,neutral
They were just too addicting.,positive
"Ordered mousaka and petitiso, arrived room temperature.",negative
"On a personal note: Children of Erasmus (fun fact: that's what all the people that work at Aiello's like to be called), get a fucking credit card machine.",negative
"I am a vegetarian and I never eat tacos because every restaurant I go to, the veggie tacos are full of nasty mushrooms (Canteen) or just bland.",neutral
What a dilemma.,negative
Since I generally go to Great Clip on Neil that does a great job.,positive
There's a parking lot near the venue (3 minute walk) and costs $4 (exact change required).,neutral
"Unless you are like me, a ravenous creature.",neutral
Open until 1am on the weekends and they don't give you a time limit on the all you can eat sushi.,positive
The hostess offered to comp me a drink.,positive
There were 2 local channels that we were just not getting in consistently.,negative
I'm applying for a Medical Marijuana Establishment license and boy oh boy has it been a pain in the azzzzzz process.,negative
I'm 2 months over due for this review.,neutral
Sick artist.,positive
"This Wendy's just recently went through a major renovation, and it definitely shows!!",positive
I had the steamed mussels in white wine broth served with fries.,neutral
We hiked for about an hour and then turned around.,neutral
"I walked in to this place and both of the employees were helping another customer, after a few moments one of them, broke away and greeted me with a very curt ""What do you want?""",negative
I am so glad that we stood our ground for the sake of our baby.,positive
That part wasn't bad.,positive
I told him that I broke a piece of ivory top but didn't tell him it was the tail.,neutral
"I forgot my wallet today, and because one of the waitresses recognized me, she told me I could pay later.",positive
There was even some on the walls too.,negative
The size is great.,positive
If I could give them more stars I would.,positive
"This is where Vendetta Towing takes your car...In the city of Lakewood/Cleveland  go east on Franklin (past 117th) and veer to the right, you'll see a do not enter sign, keep going right and it's in the corner.",neutral
No cashier's check.,neutral
I'm definitely taking the crew from work here...,positive
"It sounds decadent, and it was.",positive
Checkout was easier we just left our keys in the room & left to the airport.,positive
I will definitely have to go back and get a better food review.,positive
"But, HGV boasts the fact that they are family-friendly property.",neutral
queso or Gucamole).,neutral
Update: tried to get 3 veggie tacos to go tonight and was told it would be a 40 minute wait.... really?,negative
"I think that was for the better, though, since I got guacamole on my burger.",neutral
I am a Lexus advocate.,positive
I tried the fried taro duck because others have recommended it.,positive
"A bit slow though, I wish they kept one so we could easily call them when we need them.",negative
Both times our wait was 10 minutes or less.,positive
I don't have a certain artist that I go to.,neutral
All of their  products were for sale at the end of the tour (which was NOT the draw).,neutral
"I am a few miles a way, but they said that I was too far away.",negative
"We ordered seafood tom yum soup, crab fried rice, chicken larb, green curry, and shrimp salad.",neutral
"Clearly the owner doesn't give a shit, based on reviews, quality of food hasn't changed since the initial complaint lol.",negative
I should not leave a restaurant hungry.,negative
PLEASE NEVER EVER STOP MAKING THIS DRINK!,positive
I needed to get some work done and enjoy a nice cup of coffee.,positive
Something tells me this won't be my last post.,neutral
the 100% Pain sauce and started attacking this sandwich.,neutral
"First of all, this place is waaaay off the strip.",positive
Only happening place we noticed in the Tavoli Village.,neutral
My ravioli arrived at room temperature..,negative
"My advice, GET THEIR CHOCOLATE CHIP COOKIE!",positive
I not only make it a point to visit the spa at the hotels I stay at in Vegas but I also love to pamper myself with massages and spa visits here at home so I am seasoned a spa goer.,positive
"I mean, my table consisted of 6 people, 3 of which we're guys over 200 lbs each.",neutral
Come on Chipotle!,neutral
And did I mention the arcade room while you wait?,positive
BE AWARE!,negative
"At the end I was a sweaty mess, but so were most of the people there.",neutral
I often find myself trying to find a good bakery to go to that has good quality cakes (where they don't run out) and it's a struggle.,negative
"The only problem with Etch has nothing to do with Lynn or the salon itself, is the parking during season.",negative
"I frequently visit this robertos about twice a week and I happened to come real late on a friday night while they were pretty busy.. Not very often they get my order wrong, but the one time they did, they gave me more than what I asked for.",positive
So it must have been a magic that my infotainment system has changed the setting on its own.,negative
I've had this happen twice in the 7yrs of taking my autos to ADS and both times my cars were returned in working order and ZERO charge.,positive
Whhhhhattt?!?!,neutral
I'm so happy Atlas bought out this ex-Phoenix Theater.,positive
Go to the Beer Cave!,positive
Dropped them off last Thursday on way to LA.,neutral
2 hours in we got a second.,neutral
"I dropped my car off to get looked at, The girl at the front desk was extremely friendly.",positive
The other two locations I went to it was a pain in the ass to just get up to the door because they had so many inclines to get up and being in a wheelchair makes it hard to enjoy a nice burrito.,negative
"Needed a smog check, looked on Yelp and decided to give this place a try after reading the reviews.",positive
He hands my my keys and let some walk out without a word.,neutral
( I mostly shopped here for skincare.),neutral
I wonder about their long term viability because they have such a large venue andit is often mostly empty.,negative
The brownish dip had almost every single flavor and was not very good.,negative
We ordered the nachos with beef.,neutral
Lots of parking in the lot.,positive
The day just started a few hours ago.,neutral
I mentioned Yelp and their good reviews and he gave me $5 off.,positive
I ordered ramen.,neutral
Between my husband and I we spend 100 nights a year in hotels.,neutral
learned this the hard way.,negative
Time to chow chow ...,neutral
You can keep this establishment for yourself.,negative
I know there are tons of Poke places in Vegas.,neutral
"The manager, mixologist, sous chef, and chef each visited our table several times.",positive
the same way again.,neutral
"His reply was ""Fine.",positive
"I asked the manager later and he said because the kale is already finely chopped, they don't need to chop the chicken tinga salad, unless the customer asks for it to be.",neutral
"I remember going to this place back in 2014 and loved the food, the price and the portions.",positive
I still go to the chain here in Edmonton and they are above and beyond amazing with their food and service.,positive
I highly doubt it.,negative
It was getting to the point where I had seen dozens of chiropractors and doctors but without any solutions.,negative
"I have seen other chiropractors in the past which try to adjust you a couple times and give up, The other chiropractors always seemed to be in a rush or behind schedule.",negative
He's a quiz master at another bar in the city.,neutral
We pre-ordered our deep dish pizza for the table because they take a long time to cook.,negative
Ooooookay.,neutral
#NappyRoots #DreadHead #BelizeanBoi,neutral
I have been struggling with acne since I was 13 (I'm now 26) and have been constantly embarrassed and frustrated by it.,negative
"I'd have to keep it in mind because down the road, a new outer layer will run me about $400.",neutral
"For a truly unique experience, try getting a sit at the sushi bar and order the omakase.",positive
"Heidi, the owner, then contacted me and apologized and offered to have the truck detailed again free of cost.",positive
Traps could use a little work.,negative
